No|Chinese|Pinyin|English|part_of_speech
1370|品德|pǐndé|Character|noun
1371|品质|pǐnzhì|quality|noun
1372|品种|pǐnzhǒng|Varieties|noun
1373|平凡|píngfán|ordinary|noun
1374|平面|píngmiàn|plane|noun
1375|平坦|píngtǎn|flat|noun
1376|平行|píngxíng|Parallel|noun
1377|平原|píngyuán|plain|noun
1378|平庸|píngyōng|mediocre|noun
1379|评估|pínggū|evaluate|verb
1380|评论|pínglùn|comment|noun
1381|屏障|píngzhàng|wall; barrier|noun
1382|屏幕|píngmù|screen|noun
1383|坡|pō|slope|noun
1384|泼|pō|Splash|noun
1385|颇|pō|quite; pretty|noun
1386|破例|pòlì|Make an exception|verb
1387|迫不及待|pòbùjídài|Unable to hold oneself back|noun
1388|迫害|pòhài|persecution|verb
1389|魄力|pòlì|Courage|noun
1390|扑|pū|Flutter|noun
1391|铺|pū|spread|verb
1392|普及|pǔjí|Universal|adj
1393|朴实|pǔshí|simple|noun
1394|朴素|pǔsù|simple|noun
1395|瀑布|pùbù|Waterfall|noun
1396|期望|qīwàng|Expect|noun
1397|期限|qīxiàn|term|noun
1398|欺负|qīfu|bully|adv
1399|欺骗|qīpiàn|Deception|noun
1400|凄凉|qīliáng|Desolate|verb
1401|奇妙|qímiào|wonderful|adj
1402|旗袍|qípáo|cheongsam|noun
1403|旗帜|qízhì|flag|noun
1404|齐全|qíquán|complete; all ready|verb
1405|齐心协力|qíxīn-xiélì|Make concerted efforts|verb
1406|歧视|qíshì|discrimination|noun
1407|起草|qǐcǎo|Draft|noun
1408|起初|qǐchū|at first|noun
1409|起伏|qǐfú|undulate|verb
1410|起哄|qǐhòng|kick up a row|noun
1411|起码|qǐmǎ|Minimum, at least|noun
1412|起源|qǐyuán|origin|noun
1413|启程|qǐchéng|set out|noun
1414|启示|qǐshì|enlightenment|noun
1415|启事|qǐshì|Notice|noun
1416|启蒙|qǐméng|enlightenment|noun
1417|乞丐|qǐgài|Beggar|noun
1418|企图|qǐtú|Attempt|noun
1419|岂有此理|qǐyǒu-cǐlǐ|outrageous; preposterous|adj
1420|器材|qìcái|equipment|noun
1421|器官|qìguān|organ|noun
1422|气概|qìgài|Spirit|noun
1423|气功|qìgōng|Qigong (a system of breathing technique)|noun
1424|气魄|qìpò|Verve|noun
1425|气色|qìsè|Look|noun
1426|气势|qìshì|vigor|noun
1427|气味|qìwèi|smell|noun
1428|气象|qìxiàng|Meteorological|adj
1429|气压|qìyā|pressure|noun
1430|气质|qìzhì|temperament|noun
1431|迄今为止|qìjīn-wéizhǐ|So far|noun
1432|掐|qiā|Pinch|noun
1433|恰当|qiàdàng|appropriate|verb
1434|恰到好处|qiàdàohǎochù|just right|noun
1435|恰巧|qiàqiǎo|Just|noun
1436|洽谈|qiàtán|talk over with|noun
1437|牵|qiān|Pull|noun
1438|牵扯|qiānchě|Involved|noun
1439|牵制|qiānzhì|hold down|verb
1440|千方百计|qiānfāng-bǎijì|Make every attempt|verb
1441|签署|qiānshǔ|sign; affix to; subscribe|noun
1442|迁就|qiānjiù|indulge|noun
1443|迁徙|qiānxǐ|migrate|verb
1444|谦逊|qiānxùn|Modest|noun
1445|前景|qiánjǐng|prospect|noun
1446|前提|qiántí|precondition|noun
1447|潜力|qiánlì|potential|noun
1448|潜水|qiánshuǐ|Diving|noun
1449|潜移默化|qiányí-mòhuà|Influence character by environment|noun
1450|谴责|qiǎnzé|condemn; accuse; censure|noun
1451|强制|qiángzhì|force; oblige|noun
1452|抢劫|qiǎngjié|Robbery|noun
1453|抢救|qiǎngjiù|rescue|noun
1454|强迫|qiǎngpò|Force|noun
1455|桥梁|qiáoliáng|bridge|noun
1456|翘|qiào|Alice|noun
1457|窍门|qiàomén|trick|noun
1458|锲而不舍|qiè’érbùshě|Keep on carving|noun
1459|切实|qièshí|practical|adj
1460|亲密|qīnmì|close|verb
1461|亲热|qīnrè|Affectionate|verb
1462|侵犯|qīnfàn|Violation|noun
1463|侵略|qīnlüè|aggression|noun
1464|钦佩|qīnpèi|admire|noun
1465|勤俭|qínjiǎn|hardworking and thrifty|noun
1466|勤劳|qínláo|industrious|noun
1467|清澈|qīngchè|clear|noun
1468|清晨|qīngchén|Early morning|noun
1469|清除|qīngchú|Eliminate|verb
1470|清洁|qīngjié|clean|verb
1471|清理|qīnglǐ|Clear|noun
1472|清晰|qīngxī|clear|noun
1473|清醒|qīngxǐng|Sober|noun
1474|清真|qīngzhēn|Muslim|noun
1475|倾听|qīngtīng|Listen for|noun
1476|倾向|qīngxiàng|inclination|noun
1477|倾斜|qīngxié|tilt|noun
1478|晴朗|qínglǎng|sunny|noun
1479|情报|qíngbào|intelligence|noun
1480|情节|qíngjié|plot|noun
1481|情理|qínglǐ|Reason|noun
1482|情形|qíngxíng|Situation|noun
1483|请柬|qǐngjiǎn|Invitation card|noun
1484|请教|qǐngjiào|Consult|noun
1485|请示|qǐngshì|For instructions|noun
1486|请帖|qǐngtiě|Invitation|noun
1487|丘陵|qiūlíng|hill|noun
1488|区分|qūfēn|Distinguish|noun
1489|区域|qūyù|region|noun
1490|屈服|qūfú|submit; give in; bend|noun
1491|曲折|qūzhé|Tortuous|adj
1492|驱逐|qūzhú|drive out; banish|noun
1493|渠道|qúdào|channel|noun
1494|取缔|qǔdì|Ban|noun
1495|曲子|qǔzi|Tune|noun
1496|趣味|qùwèi|Interest|noun
1497|圈套|quāntào|trap|noun
1498|全局|quánjú|Overall situation|noun
1499|全力以赴|quánlìyǐfù|do one’s level best; go all out|verb
1500|权衡|quánhéng|Balance|noun
1501|权威|quánwēi|authority|noun
1502|拳头|quántou|fist|noun
1503|犬|quǎn|dog|verb
1504|缺口|quēkǒu|breach; gap|noun
1505|缺席|quēxí|Absent|noun
1506|缺陷|quēxiàn|defect|noun
1507|瘸|qué|Lame|noun
1508|确保|quèbǎo|ensure|noun
1509|确立|quèlì|establish|verb
1510|确切|quèqiè|exact; definite|noun
1511|确信|quèxìn|Sure|noun
1512|群众|qúnzhòng|The masses|noun
1513|染|rǎn|dye|noun
1514|嚷|rǎng|Shout|noun
1515|让步|ràngbù|give in; concede to|noun
1516|饶恕|ráoshù|Forgive|adj
1517|扰乱|rǎoluàn|Disturb|noun
1518|惹祸|rěhuò|Trouble|noun
1519|热泪盈眶|rèlèi-yíngkuàng|one’s eyes brimming with tears|noun
1520|热门|rèmén|Hot|noun
1521|人道|réndào|Humanity|noun
1522|人格|réngé|personality|noun
1523|人工|réngōng|artificial|adj
1524|人家|rénjiā|family|noun
1525|人间|rénjiān|Human world|noun
1526|人士|rénshì|Personage|noun
1527|人为|rénwéi|artificial|adj
1528|人性|rénxìng|human nature|noun
1529|人质|rénzhì|Hostage|noun
1530|仁慈|réncí|Kind|noun
1531|忍耐|rěnnài|Exercise patience|noun
1532|忍受|rěnshòu|bear|noun
1533|认定|rèndìng|cognizance|noun
1534|认可|rènkě|certificate; ratify|verb
1535|任命|rènmìng|Appointment|noun
1536|任性|rènxìng|Wayward|noun
1537|任意|rènyì|Arbitrarily|adv
1538|任重道远|rènzhòng-dàoyuǎn|Take a heavy burden and embark on a long road|noun
1539|仍旧|réngjiù|still|noun
1540|日新月异|rìxīn-yuèyì|Change rapidly|adv
1541|日益|rìyì|increasingly|adv
1542|融化|rónghuà|thaw|noun
1543|融洽|róngqià|harmonious|adj
1544|溶解|róngjiě|dissolve; melt|noun
1545|容貌|róngmào|appearance|noun
1546|容纳|róngnà|accommodate; contain; hold|noun
1547|容器|róngqì|container|noun
1548|容忍|róngrěn|tolerate|verb
1549|荣幸|róngxìng|To be honored|noun
1550|荣誉|róngyù|Honor|noun
1551|揉|róu|Knead|noun
1552|柔和|róuhé|soft|adj
1553|儒家|rújiā|Confucianism|noun
1554|弱点|ruòdiǎn|weakness|adj
1555|若干|ruògān|a certain number or amount|noun
1556|撒谎|sāhuǎng|Lie|noun
1557|散文|sǎnwén|Prose|noun
1558|散布|sànbù|spread|verb
1559|散发|sànfā|Emission|noun
1560|丧失|sàngshī|lose|verb
1561|骚扰|sāorǎo|harassment|noun
1562|嫂子|sǎozi|Sister-in-law|noun
1563|刹车|shāchē|brake|noun
1564|啥|shá|what|noun
1565|筛选|shāixuǎn|screen|noun
1566|山脉|shānmài|Mountain range|noun
1567|闪烁|shǎnshuò|Twinkle|noun
1568|擅长|shàncháng|Be good at|adj
1569|擅自|shànzì|do sth, without authorization|verb
1570|商标|shāngbiāo|trademark|noun
1571|伤脑筋|shāngnǎojīn|troublesome|noun
1572|上级|shàngjí|Superior|noun
1573|上进|shàngjìn|Desire to advance|noun
1574|上任|shàngrèn|take up an official post|noun
1575|上瘾|shàngyǐn|Addiction|noun
1576|上游|shàngyóu|Upper reaches|noun
1577|尚且|shàngqiě|yet|noun
1578|捎|shāo|take along sth. to sb|noun
1579|梢|shāo|end; tip|noun
1580|哨|shào|whistle|noun
1581|奢侈|shēchǐ|luxurious|adj
1582|舌头|shétou|Tongue|noun
1583|设立|shèlì|Establish|verb
1584|设想|shèxiǎng|imagine， conceive|verb
1585|设置|shèzhì|Set up|noun
1586|社区|shèqū|Community|noun
1587|涉及|shèjí|Involve|noun
1588|摄氏度|shèshìdù|Centigrade|noun
1589|深奥|shēn’ào|profound|noun
1590|深沉|shēnchén|deep|noun
1591|深情厚谊|shēnqíng-hòuyì|Profound sentiments of friendship|noun
1592|申报|shēnbào|declare|noun
1593|绅士|shēnshì|gentleman|noun
1594|呻吟|shēnyín|moan|noun
1595|神经|shénjīng|nerve|noun
1596|神奇|shénqí|Magical|adj
1597|神气|shénqì|Air, expression|noun
1598|神圣|shénshèng|sacred|noun
1599|神态|shéntài|expression|noun
1600|神仙|shénxiān|supernatural being; immortal; fairy|noun
1601|审查|shěnchá|Examination|noun
1602|审理|shěnlǐ|hear; try (law)|noun
1603|审美|shěnměi|taste|noun
1604|审判|shěnpàn|Trial|adj
1605|渗透|shèntòu|Infiltration|noun
1606|慎重|shènzhòng|careful|adj
1607|生存|shēngcún|Existence|noun
1608|生机|shēngjī|vitality|noun
1609|生理|shēnglǐ|Physiology|noun
1610|生疏|shēngshū|Strange|noun
1611|生态|shēngtài|ecology|noun
1612|生物|shēngwù|Biology|noun
1613|生肖|shēngxiào|Chinese Zodiac|noun
1614|生效|shēngxiào|Take effect|noun
1615|生锈|shēngxiù|Rust|noun
1616|生育|shēngyù|Birth|noun
1617|牲畜|shēngchù|livestock|noun
1618|声明|shēngmíng|statement|noun
1619|声势|shēngshì|impetus; momentum|noun
1620|声誉|shēngyù|reputation|noun
1621|省会|shěnghuì|provincial capital|adj
1622|盛产|shèngchǎn|abound in; teem with|noun
1623|盛开|shèngkāi|In full bloom|noun
1624|盛情|shèngqíng|boundless hospitality|noun
1625|盛行|shèngxíng|Prevalence|noun
1626|胜负|shèngfù|victory and defeat|noun
1627|失事|shīshì|crash|noun
1628|失误|shīwù|An error|noun
1629|失踪|shīzōng|disappear|noun
1630|师范|shīfàn|Normal school|noun
1631|施加|shījiā|Exert|noun
1632|施展|shīzhǎn|Display|noun
1633|尸体|shītǐ|body; cadaver|noun
1634|拾|shí|pick up, collect|noun
1635|十足|shízú|100 percent|noun
1636|识别|shíbié|Distinguish|noun
1637|时常|shícháng|often|noun
1638|时而|shí’ér|from time to time; now … now …|noun
1639|时光|shíguāng|time|noun
1640|时机|shíjī|Opportunity|noun
1641|时事|shíshì|current affairs|noun
1642|实惠|shíhuì|substantial|adj
1643|实力|shílì|Strength|noun
1644|实施|shíshī|Implementation|noun
1645|实事求是|shíshìqiúshì|Seek truth from facts|noun
1646|实行|shíxíng|Implement|noun
1647|实质|shízhì|essence|noun
1648|石油|shíyóu|petroleum|noun
1649|使命|shǐmìng|Mission|noun
1650|是非|shìfēi|right and wrong; quarrel; dispute|noun
1651|试图|shìtú|Try|noun
1652|试验|shìyàn|test|noun
1653|势必|shìbì|Certainly will|noun
1654|势力|shìlì|Power|noun
1655|世代|shìdài|generation|noun
1656|示范|shìfàn|lead the way; demonstrate|verb
1657|示威|shìwēi|Demonstration|noun
1658|示意|shìyì|hint，signal|adj
1659|释放|shìfàng|release|noun
1660|事故|shìgù|Accident|noun
1661|事迹|shìjì|Deed， story|noun
1662|事件|shìjiàn|Event|noun
1663|事态|shìtài|situation|noun
1664|事务|shìwù|affair|noun
1665|事项|shìxiàng|Matter|noun
1666|事业|shìyè|career|noun
1667|适宜|shìyí|suitable|adj
1668|视力|shìlì|Vision|noun
1669|视频|shìpín|video|noun
1670|视线|shìxiàn|sight|noun
1671|视野|shìyě|View|noun
1672|逝世|shìshì|Death|noun
1673|收藏|shōucáng|Collection|noun
1674|收缩|shōusuō|shrink|noun
1675|收益|shōuyì|income; profit|noun
1676|收音机|shōuyīnjī|radio|noun
1677|手法|shǒufǎ|technique|noun
1678|手势|shǒushì|gesture|noun
1679|手艺|shǒuyì|craft; handicraft|noun
1680|首要|shǒuyào|chief; principal|adj
1681|首饰|shǒushì|jewelry|noun
1682|守护|shǒuhù|Guard|noun
1683|受罪|shòuzuì|Suffer|noun
1684|授予|shòuyǔ|grant|noun
1685|书法|shūfǎ|Calligraphy|noun
1686|书籍|shūjí|book|noun
1687|书记|shūjì|secretary|noun
1688|书面|shūmiàn|in written form|noun
1689|舒畅|shūchàng|Happy, entirely free from worry|noun
1690|疏忽|shūhū|neglect|noun
1691|疏远|shūyuǎn|alienation|noun
1692|竖|shù|vertical|adj
1693|束|shù|beam|noun
1694|束缚|shùfù|Shackles|noun
1695|树立|shùlì|Establish|verb
1696|数额|shù’é|Amount|noun
1697|耍|shuǎ|Play|noun
1698|衰老|shuāilǎo|Be senile, grow old|noun
1699|衰退|shuāituì|decline|noun
1700|率领|shuàilǐng|Lead|noun
1701|涮火锅|shuànhuǒguō|have hotpot|noun
1702|双胞胎|shuāngbāotāi|Horse hooves|noun
1703|爽快|shuǎngkuài|Frank|noun
1704|水利|shuǐlì|Water conservancy|noun
1705|水龙头|shuǐlóngtóu|Water tap|noun
1706|水泥|shuǐní|cement|noun
1707|瞬间|shùnjiān|moment|noun
1708|司法|sīfǎ|judicial|adj
1709|司令|sīlìng|commander|noun
1710|思念|sīniàn|miss|noun
1711|思索|sīsuǒ|Thinking|noun
1712|思维|sīwéi|thinking|noun
1713|私自|sīzì|Secretly|adv
1714|斯文|sīwen|Gentle|noun
1715|死亡|sǐwáng|death|noun
1716|四肢|sìzhī|limb|noun
1717|寺庙|sìmiào|Temple|noun
1718|肆无忌惮|sìwújìdàn|Act recklessly and care for nobody|noun
1719|饲养|sìyǎng|Raise|noun
1720|耸|sǒng|Shrug|noun
1721|艘|sōu|ship|noun
1722|苏醒|sūxǐng|Wake up|noun
1723|俗话|súhuà|common saying|noun
1724|塑造|sùzào|Model|noun
1725|素食|sùshí|Vegetarian diet|noun
1726|素质|sùzhì|quality|noun
1727|诉讼|sùsòng|litigation|noun
1728|算数|suànshù|Count|noun
1729|随即|suíjí|immediately|adv
1730|随意|suíyì|random; casual|verb
1731|岁月|suìyuè|Years|noun
1732|隧道|suìdào|Tunnel|noun
1733|损坏|sǔnhuài|damage|noun
1734|索性|suǒxìng|Simply|adv
1735|索取|suǒqǔ|request|noun
1736|塌|tā|collapse|noun
1737|踏实|tāshi|earnest, steady and sure|noun
1738|塔|tǎ|tower|noun
1739|台风|táifēng|Typhoon|noun
1740|太空|tàikōng|Space|noun
1741|泰斗|tàidǒu|leading authority|noun
1742|瘫痪|tānhuàn|paralysis|noun
1743|贪婪|tānlán|Greedy|noun
1744|贪污|tānwū|corruption|noun
1745|摊|tān|stall|noun
1746|弹性|tánxìng|elastic|noun
1747|坦白|tǎnbái|Frank|noun
1748|探测|tàncè|Probe|noun
1749|探索|tànsuǒ|explore|noun
1750|探讨|tàntǎo|discuss; probe into|noun
1751|探望|tànwàng|Visit|verb
1752|叹气|tànqì|Sigh|noun
1753|倘若|tǎngruò|If|noun
1754|掏|tāo|Dig|noun
1755|滔滔不绝|tāotāobùjué|dash along; give it mouth|noun
1756|陶瓷|táocí|ceramics|noun
1757|陶醉|táozuì|revel in|noun
1758|淘汰|táotài|eliminate|verb
1759|讨好|tǎohǎo|to please someone|noun
1760|特长|tècháng|Specialty|adj
1761|特定|tèdìng|given|noun
1762|特意|tèyì|specially|adj
1763|提拔|tíbá|elevate|verb
1764|提炼|tíliàn|abstract; refine|adj
1765|提示|tíshì|hint|noun
1766|提议|tíyì|proposal|adj
1767|题材|tícái|theme|noun
1768|体裁|tǐcái|genre|noun
1769|体积|tǐjī|volume|noun
1770|体谅|tǐliàng|understand; allow for|noun
1771|体面|tǐmiàn|Respectable|adj
1772|体系|tǐxì|system|noun
1773|天才|tiāncái|genius|noun
1774|天伦之乐|tiānlúnzhīlè|The happiness of a family union|noun
1775|天然气|tiānránqì|Natural gas|noun
1776|天生|tiānshēng|Born|noun
1777|天堂|tiāntáng|heaven|noun
1778|天赋|tiānfù|talent|noun
1779|天文|tiānwén|Astronomy|noun
1780|田径|tiánjìng|Athletics|noun
1781|田野|tiányě|Field|noun
1782|舔|tiǎn|lick|noun
1783|挑剔|tiāoti|Fastidious|adj
1784|条款|tiáokuǎn|clause|noun
1785|条理|tiáolǐ|Organized|noun
1786|条约|tiáoyuē|Treaty|noun
1787|调和|tiáohé|Reconcile|noun
1788|调剂|tiáojì|relief; temper|noun
1789|调节|tiáojié|adjust|noun
1790|调解|tiáojiě|mediate|verb
1791|调料|tiáoliào|Seasoning|noun
1792|挑拨|tiǎobō|Provoke|noun
1793|挑衅|tiǎoxìn|provocation|noun
1794|跳跃|tiàoyuè|jump|noun
1795|停泊|tíngbó|Anchor|noun
1796|停顿|tíngdùn|pause|noun
1797|停滞|tíngzhì|stagnation|noun
1798|亭子|tíngzi|Pavilion|noun
1799|挺拔|tǐngbá|Tall and straight|adj
1800|通货膨胀|tōnghuòpéngzhàng|Inflation|noun
1801|通俗|tōngsú|popular, common|noun
1802|通讯|tōngxùn|communication|noun
1803|通用|tōngyòng|currency|noun
1804|通缉|tōngjī|list as wanted|noun
1805|铜|tóng|copper|noun
1806|同胞|tóngbāo|Compatriot|noun
1807|同志|tóngzhì|comrade|noun
1808|童话|tónghuà|fairy tale|noun
1809|统筹兼顾|tǒngchóujiāngù|Take into consideration both needs of the state and the interests of the collectives|noun
1810|统计|tǒngjì|Statistics|noun
1811|统统|tǒngtǒng|All|noun
1812|统治|tǒngzhì|rule|noun
1813|投机|tóujī|Speculation|noun
1814|投票|tóupiào|vote|noun
1815|投诉|tóusù|complaint|noun
1816|投降|tóuxiáng|surrender|noun
1817|投掷|tóuzhì|Throw|noun
1818|透露|tòulù|disclose|verb
1819|秃|tū|Bald|noun
1820|突破|tūpò|Breach|noun
1821|图案|tú’àn|pattern|noun
1822|徒弟|túdì|Apprentice|noun
1823|途径|tújìng|channel|noun
1824|涂抹|túmǒ|Apply|adv
1825|土壤|tǔrǎng|soil|noun
1826|吞吞吐吐|tūntūntǔtǔ|mutter and mumble|noun
1827|团结|tuánjié|Unite|noun
1828|团体|tuántǐ|group|noun
1829|团圆|tuányuán|reunion|noun
1830|推测|tuīcè|Speculation|noun
1831|推翻|tuīfān|overthrow|noun
1832|推理|tuīlǐ|reasoning|noun
1833|推论|tuīlùn|inference|noun
1834|推销|tuīxiāo|promote sales|noun
1835|脱离|tuōlí|Be divorced from|noun
1836|拖延|tuōyán|delay|noun
1837|托运|tuōyùn|Consignment|noun
1838|妥当|tuǒdang|appropriate|verb
1839|妥善|tuǒshàn|proper|noun
1840|妥协|tuǒxié|compromise|noun
1841|椭圆|tuǒyuán|Ellipse|noun
1842|唾弃|tuòqì|cast aside|noun
1843|挖掘|wājué|Excavate|verb
1844|娃娃|wáwa|A doll|verb
1845|瓦解|wǎjiě|collapse|noun
1846|哇|wa|wow|noun
1847|歪曲|wāiqū|distort|noun
1848|外表|wàibiǎo|appearance|noun
1849|外行|wàiháng|Layman|noun
1850|外界|wàijiè|outside|noun
1851|外向|wàixiàng|Extroversion|noun
1852|丸|wán|pill|noun
1853|完备|wánbèi|complete, maturity|noun
1854|完毕|wánbì|Complete|noun
1855|玩弄|wánnòng|Play with; flirt with|noun
1856|玩意儿|wányìr|Thing|noun
1857|顽固|wángù|stubborn|noun
1858|顽强|wánqiáng|Tenacious|adj
1859|挽回|wǎnhuí|To save|noun
1860|挽救|wǎnjiù|save|noun
1861|惋惜|wǎnxī|Sorry|noun
1862|万分|wànfēn|Extremely|adv
1863|往常|wǎngcháng|The usual|noun
1864|往事|wǎngshì|Past|noun
1865|妄想|wàngxiǎng|mirage; deliria|noun
1866|微不足道|wēibùzúdào|Not worth mentioning|noun
1867|微观|wēiguān|Microcosmic|noun
1868|威风|wēifēng|Prestige|noun
1869|威力|wēilì|power|noun
1870|威望|wēiwàng|prestige|noun
1871|威信|wēixìn|Authority|noun
1872|危机|wēijī|crisis|noun
1873|违背|wéibèi|Violation|noun
1874|维持|wéichí|maintain|noun
1875|维护|wéihù|protect|noun
1876|维生素|wéishēngsù|Vitamin|noun
1877|唯独|wéidú|Only|adv
1878|为难|wéinán|Embarrassed|noun
1879|为期|wéiqī|by a definite date|verb
1880|委托|wěituō|Entrust|noun
1881|委员|wěiyuán|Committee member|noun
1882|伪造|wěizào|Forge|noun
1883|喂（叹词）|wèi|hey|noun
1884|未免|wèimiǎn|Rather|noun
1885|畏惧|wèijù|Fear|noun
1886|卫星|wèixīng|satellite|noun
1887|慰问|wèiwèn|Condolences|verb
1888|蔚蓝|wèilán|azure|noun
1889|温带|wēndài|The temperate zone|noun
1890|温和|wēnhé|mild|noun
1891|文凭|wénpíng|diploma|noun
1892|文物|wénwù|Cultural relic|noun
1893|文献|wénxiàn|literature|noun
1894|文雅|wényǎ|Elegant|noun
1895|文艺|wényì|literature|noun
1896|问世|wènshì|The advent of|noun
1897|窝|wō|nest|noun
1898|乌黑|wūhēi|Black|noun
1899|污蔑|wūmiè|Slander|noun
1900|诬陷|wūxiàn|Framed|noun
1901|无比|wúbǐ|extremely|adv
1902|无偿|wúcháng|for free|noun
1903|无耻|wúchǐ|shameless|noun
1904|无动于衷|wúdòngyúzhōng|Completely indifferent|noun
1905|无非|wúfēi|Nothing more than|noun
1906|无精打采|wújīngdǎcǎi|Be in the blues|noun
1907|无赖|wúlài|Rogue|noun
1908|无理取闹|wúlǐqǔnào|Make trouble out of nothing|verb
1909|无能为力|wúnéngwéilì|Incapable of action|noun
1910|无辜|wúgū|innocent|noun
1911|无穷无尽|wúqióngwújìn|Inexhaustible|noun
1912|无微不至|wúwēibúzhì|Considerate right down to the most trivial detail|verb
1913|无忧无虑|wúyōuwúlǜ|Be light of heart from care|noun
1914|无知|wúzhī|ignorance|noun
1915|舞蹈|wǔdǎo|Dance|noun
1916|武器|wǔqì|arms|noun
1917|武侠|wǔxiá|Martial arts|noun
1918|武装|wǔzhuāng|Armed forces|noun
1919|侮辱|wǔrǔ|insult|noun
1920|务必|wùbì|must|noun
1921|误差|wùchā|error|noun
1922|误解|wùjiě|misunderstand|noun
1923|物业|wùyè|property|noun
1924|物美价廉|wùměijiàlián|High quality and inexpensive|adj
1925|物资|wùzī|goods and materials|adj
1926|溪|xī|brook|noun
1927|膝盖|xīgài|knee|noun
1928|熄灭|xīmiè|crush out; go out|noun
1929|昔日|xīrì|The past|noun
1930|牺牲|xīshēng|sacrifice|noun
1931|夕阳|xīyáng|Setting sun|noun
1932|媳妇|xífu|daughter-in-law|noun
1933|习俗|xísú|custom|noun
1934|袭击|xíjī|A surprise attack|verb
1935|喜闻乐见|xǐwénlèjiàn|Love to see and hear|noun
1936|喜悦|xǐyuè|Joy|noun
1937|系列|xìliè|series|noun
1938|细胞|xìbāo|Cells|noun
1939|细菌|xìjūn|Bacteria|noun
1940|细致|xìzhì|careful|adj
1941|霞|xiá|rosy clouds|noun
1942|狭隘|xiá’ài|narrow and limited|noun
1943|狭窄|xiázhǎi|Narrow|noun
1944|峡谷|xiágǔ|Canyon|noun
1945|下属|xiàshǔ|subordinate|verb
1946|先进|xiānjìn|advanced|noun
1947|先前|xiānqián|previously|adv
1948|鲜明|xiānmíng|distinct|noun
1949|掀起|xiānqǐ|Set off|noun
1950|纤维|xiānwéi|fibre|noun
1951|弦|xián|string|noun
1952|嫌|xián|dislike and avoid|noun
1953|嫌疑|xiányí|suspicion|noun
1954|闲话|xiánhuà|gossip|noun
1955|贤惠|xiánhuì|Virtuous|adj
1956|衔接|xiánjiē|joint|noun
1957|显著|xiǎnzhù|remarkable|adj
1958|现场|xiànchǎng|scene|noun
1959|现成|xiànchéng|Ready-made|verb
1960|现状|xiànzhuàng|Present situation|noun
1961|宪法|xiànfǎ|Constitution|noun
1962|陷害|xiànhài|Framed|noun
1963|陷入|xiànrù|fall into|noun
1964|陷阱|xiànjǐng|trap|noun
1965|馅儿|xiànr|Filling|noun
1966|线索|xiànsuǒ|Clue|noun
1967|相差|xiāngchà|Differ|noun
1968|相等|xiāngděng|Equal|adj
1969|相辅相成|xiāngfǔxiāngchéng|Exist side by side and play a part together|noun
1970|相应|xiāngyìng|Corresponding|noun
1971|镶嵌|xiāngqiàn|Set, inlay|noun
1972|乡镇|xiāngzhèn|Town|noun
1973|想方设法|xiǎngfāngshèfǎ|Try various devices to|noun
1974|响亮|xiǎngliàng|loud and clear|noun
1975|响应|xiǎngyìng|response|noun
1976|巷|xiàng|Alley|noun
1977|向导|xiàngdǎo|Guide|noun
1978|向来|xiànglái|always|noun
1979|向往|xiàngwǎng|Yearn for|noun
1980|相声|xiàngsheng|crosstalk|noun
1981|消除|xiāochú|eliminate|verb
1982|消毒|xiāodú|Disinfection|noun
1983|消防|xiāofáng|Fire control|noun
1984|消耗|xiāohào|consume|noun
1985|消灭|xiāomiè|eliminate|verb
1986|销毁|xiāohuǐ|destroy by melting or burning|noun
1987|小心翼翼|xiǎoxīnyìyì|With great care|noun
1988|效益|xiàoyì|benefit|noun
1989|肖像|xiàoxiàng|portrait|noun
1990|潇洒|xiāosǎ|chic|noun
1991|携带|xiédài|carry|noun
1992|协会|xiéhuì|association|noun
1993|协商|xiéshāng|consult|noun
1994|协调|xiétiáo|coordinate|verb
1995|协议|xiéyì|Agreement|noun
1996|协助|xiézhù|assist|noun
1997|屑|xiè|Chip|noun
1998|谢绝|xièjué|decline with thanks|noun
1999|泄露|xièlòu|leakage|noun
2000|泄气|xièqì|Feel discouraged|noun
2001|新陈代谢|xīnchéndàixiè|The new supersedes the old|noun
2002|新郎|xīnláng|Groom|noun
2003|新娘|xīnniáng|Bride|noun
2004|新颖|xīnyǐng|novel|noun
2005|心得|xīndé|Experience|noun
2006|心灵|xīnlíng|Heart|noun
2007|心态|xīntài|mentality|noun
2008|心疼|xīnténg|Distressed|noun
2009|心血|xīnxuè|Blood|noun
2010|心眼儿|xīnyǎnr|Heart, mind, intention|noun
2011|心甘情愿|xīngānqíngyuàn|willingly|adv
2012|辛勤|xīnqín|Hardworking|noun
2013|欣慰|xīnwèi|Gratified|noun
2014|欣欣向荣|xīnxīnxiàngróng|Thriving|noun
2015|薪水|xīnshui|salary|noun
2016|信赖|xìnlài|trust; rely|adv
2017|信念|xìnniàn|belief|noun
2018|信仰|xìnyǎng|Faith|noun
2019|信誉|xìnyù|reputation|noun
2020|腥|xīng|Fishy|noun
2021|兴隆|xīnglóng|Prosperous|adj
2022|兴旺|xīngwàng|Prosperous|adj
2023|行政|xíngzhèng|Administration|noun
2024|形态|xíngtài|Form|noun
2025|刑事|xíngshì|criminal|adj
2026|性感|xìnggǎn|sexy|noun
2027|性命|xìngmìng|life|noun
2028|性能|xìngnéng|performance|noun
2029|兴高采烈|xìnggāocǎiliè|Be jubilant|noun
2030|兴致勃勃|xìngzhìbóbó|Be in the best of spirits|noun
2031|胸怀|xiōnghuái|mind|noun
